iter	Passed	Remaining
259	1390	3957
260	1395	3950
261	1401	3947
262	1407	3945
263	1413	3940
264	1418	3934
265	1424	3930
266	1430	3926
267	1436	3922
268	1441	3918
269	1447	3914
270	1454	3911
271	1460	3909
272	1467	3906
273	1473	3905
274	1479	3901
275	1486	3898
276	1493	3897
277	1500	3896
278	1506	3894
279	1513	3891
280	1520	3890
281	1526	3887
282	1533	3884
283	1539	3880
284	1543	3873
285	1549	3868
286	1554	3860
287	1559	3854
288	1563	3846
289	1568	3839
290	1573	3832
291	1577	3823
292	1581	3815
293	1585	3808
294	1589	3799
295	1593	3790
296	1598	3782
297	1602	3774
298	1606	3765
299	1610	3758
300	1614	3750
301	1619	3743
302	1623	3735
303	1628	3727
304	1633	3721
305	1637	3713
306	1641	3705
307	1645	3697
308	1650	3690
309	1654	3681
310	1658	3675
311	1662	3666
312	1667	3658
313	1671	3650
314	1675	3643
315	1679	3635
316	1684	3628
317	1688	3620
318	1692	3613
319	1696	3605
320	1700	3597
321	1704	3589
322	1709	3582
323	1713	3575
324	1717	3568
325	1723	3563
326	1727	3555
327	1732	3548
328	1736	3541
329	1741	3536
330	1746	3529
331	1751	3524
332	1756	3518
333	1760	3510
334	1764	3502
335	1770	3497
336	1774	3490
337	1778	3483
338	1783	3477
339	1787	3470
340	1791	3462
341	1796	3455
342	1800	3448
343	1804	3441
344	1808	3433
345	1813	3426
346	1817	3419
347	1821	3412
348	1825	3405
349	1830	3399
350	1834	3392
351	1838	3384
352	1842	3377
353	1847	3371
354	1851	3364
355	1856	3358
356	1860	3351
357	1864	3344
358	1869	3337
359	1873	3330
360	1877	3323
361	1882	3317
362	1886	3311
363	1891	3304
364	1895	3297
365	1899	3291
366	1904	3284
367	1908	3277
368	1912	3271
369	1917	3264
370	1921	3257
371	1925	3251
372	1930	3244
373	1936	3240
374	1940	3234
375	1944	3227
376	1948	3220
377	1953	3214
378	1958	3208
379	1962	3202
380	1967	3196
381	1972	3191
382	1978	3186
383	1983	3181
384	1988	3176
385	1993	3170
386	1997	3164
387	2003	3159
388	2008	3154
389	2013	3149
390	2019	3145
391	2026	3143
392	2032	3138
393	2037	3134
394	2043	3129
395	2050	3126
396	2056	3123
397	2062	3120
398	2069	3116
399	2075	3112
400	2080	3108
401	2086	3103
402	2092	3100
403	2098	3096
404	2104	3091
405	2109	3086
406	2116	3083
407	2123	3080
408	2129	3077
409	2135	3073
410	2141	3069
411	2147	3064
412	2153	3060
413	2159	3056
414	2165	3051
415	2170	3046
416	2175	3041
417	2181	3037
418	2186	3031
419	2191	3026
